"","Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","NAME"
"1","2018-19",20,"ATL","NBA","PG","81","81","30.9","6.5","15.5",".418","1.9","6.0",".324","4.6","9.6",".477",".480","4.2","5.1",".829","0.8","2.9","3.7","8.1","0.9","0.2","3.8","1.7","19.1","Young,T"
"2","2019-20",21,"ATL","NBA","PG","60","60","35.3","9.1","20.8",".437","3.4","9.5",".361","5.7","11.4",".501",".519","8.0","9.3",".860","0.5","3.7","4.3","9.3","1.1","0.1","4.8","1.7","29.6","Young,T"
"3","2020-21",22,"ATL","NBA","PG","63","63","33.7","7.7","17.7",".438","2.2","6.3",".343","5.6","11.3",".491",".499","7.7","8.7",".886","0.6","3.3","3.9","9.4","0.8","0.2","4.1","1.8","25.3","Young,T"
"4","2021-22",23,"ATL","NBA","PG","53","53","34.4","9.3","20.5",".456","3.0","7.8",".383","6.4","12.7",".501",".529","6.2","6.9",".898","0.6","3.2","3.9","9.3","1.0","0.1","4.1","1.6","27.8","Young,T"
"5","2018-19",20,"ATL","NBA","SG","75","59","27.3","3.7","8.8",".419","1.8","4.7",".385","1.9","4.1",".457",".522","0.5","0.7",".732","0.8","2.5","3.3","2.9","0.9","0.3","1.5","2.1","9.7","Huerter,K"
"6","2019-20",21,"ATL","NBA","SG","56","48","31.4","4.5","10.9",".413","2.3","6.0",".380","2.2","4.9",".453",".517","0.9","1.1",".828","0.6","3.4","4.1","3.8","0.9","0.5","1.6","2.5","12.2","Huerter,K"
"7","2020-21",22,"ATL","NBA","SG","69","49","30.8","4.6","10.6",".432","2.0","5.6",".363","2.6","5.0",".510",".528","0.7","0.9",".781","0.6","2.8","3.3","3.5","1.2","0.3","1.1","2.4","11.9","Huerter,K"
"8","2021-22",23,"ATL","NBA","SG","51","37","29.0","4.5","9.8",".462","1.9","5.1",".377","2.6","4.7",".554",".560","0.6","0.7",".811","0.4","2.7","3.2","2.8","0.6","0.4","1.3","2.3","11.6","Huerter,K"
"9","2019-20",22,"ATL","NBA","SF","63","62","32.0","4.4","10.8",".410","1.7","4.8",".355","2.7","6.0",".454",".489","1.7","2.3",".764","0.7","3.8","4.5","1.8","0.7","0.3","1.6","2.9","12.3","Hunter,D"
"10","2020-21",23,"ATL","NBA","SF","23","19","29.5","5.2","10.8",".484","1.3","4.1",".326","3.9","6.7",".582",".546","3.2","3.7",".859","0.7","4.0","4.8","1.9","0.8","0.5","1.3","2.6","15.0","Hunter,D"
"11","2021-22",24,"ATL","NBA","SF","30","29","29.1","4.8","10.8",".448","1.4","3.7",".382","3.4","7.1",".481",".512","2.0","2.7",".720","0.5","2.9","3.4","1.2","0.6","0.4","1.4","3.0","13","Hunter,D"
"12","2017-18",20,"ATL","NBA","PF","74","26","24.1","4.2","7.4",".576","0.2","0.6",".340","4.0","6.7",".598",".591","1.8","2.5",".715","2.4","4.9","7.3","1.3","0.6","1.1","1.4","2.9","10.5","Collins,J"
"13","2018-19",21,"ATL","NBA","PF","61","59","30.0","7.6","13.6",".560","0.9","2.6",".348","6.7","11.0",".609",".593","3.3","4.4",".763","3.6","6.2","9.8","2.0","0.4","0.6","2.0","3.3","19.5","Collins,J"
"14","2019-20",22,"ATL","NBA","PF","41","41","33.2","8.6","14.8",".583","1.4","3.6",".401","7.2","11.2",".642",".632","2.9","3.7",".800","2.8","7.3","10.1","1.5","0.8","1.6","1.8","3.4","21.6","Collins,J"
"15","2020-21",23,"ATL","NBA","PF","63","63","29.3","6.8","12.2",".556","1.3","3.3",".399","5.5","8.9",".615",".610","2.7","3.2",".833","1.9","5.5","7.4","1.2","0.5","1.0","1.3","3.1","17.6","Collins,J"
"16","2021-22",24,"ATL","NBA","PF","50","50","31.3","6.5","12.1",".537","1.2","3.2",".388","5.3","8.9",".591",".588","2.5","3.2",".794","1.8","6.1","7.9","1.9","0.6","1.1","1.1","3.1","16.8","Collins,J"
"17","2014-15",20,"HOU","NBA","C","12","0","7.5","1.2","2.4",".483","0.0","0.0","","1.2","2.4",".483",".483","0.3","1.9",".174","0.8","2.2","3.0","0.2","0.1","0.8","0.4","1.2","2.7","Capela,C"
"18","2015-16",21,"HOU","NBA","C","77","35","19.1","3.0","5.2",".582","0.0","0.0",".000","3.0","5.1",".583",".582","1.0","2.7",".379","2.5","3.9","6.4","0.6","0.8","1.2","0.8","2.5","7.0","Capela,C"
"19","2016-17",22,"HOU","NBA","C","65","59","23.9","5.6","8.7",".643","0.0","0.0","","5.6","8.7",".643",".643","1.4","2.7",".531","2.7","5.4","8.1","1.0","0.5","1.2","1.3","2.8","12.6","Capela,C"
"20","2017-18",23,"HOU","NBA","C","74","74","27.5","6.0","9.1",".652","0.0","0.0",".000","6.0","9.1",".653",".652","1.9","3.5",".560","3.3","7.6","10.8","0.9","0.8","1.9","1.4","2.5","13.9","Capela,C"
"21","2018-19",24,"HOU","NBA","C","67","67","33.6","7.1","10.9",".648","0.0","0.0","","7.1","10.9",".648",".648","2.5","3.9",".636","4.4","8.2","12.7","1.4","0.7","1.5","1.4","2.5","16.6","Capela,C"
"22","2019-20",25,"HOU","NBA","C","39","39","32.8","6.3","9.9",".629","0.0","0.0","","6.3","9.9",".629",".629","1.4","2.7",".529","4.3","9.5","13.8","1.2","0.8","1.8","1.6","2.6","13.9","Capela,C"
"23","2020-21",26,"ATL","NBA","C","63","63","30.1","6.6","11.0",".594","0.0","0.0","","6.6","11.0",".594",".594","2.1","3.6",".573","4.7","9.6","14.3","0.8","0.7","2.0","1.2","2.3","15.2","Capela,C"
"24","2021-22",27,"ATL","NBA","C","50","49","28.0","4.8","8.2",".586","0.0","0.0",".000","4.8","8.1",".587",".586","1.1","2.4",".467","3.7","8.3","12.1","1.4","0.7","1.4","0.6","2.2","10.7","Capela,C"
"25","2016-17",20,"BOS","NBA","SF","78","20","17.2","2.5","5.4",".454","0.6","1.7",".341","1.9","3.7",".507",".508","1.1","1.6",".685","0.6","2.2","2.8","0.8","0.4","0.2","0.9","1.8","6.6","Brown,J"
"26","2017-18",21,"BOS","NBA","SG","70","70","30.7","5.3","11.5",".465","1.7","4.4",".395","3.6","7.1",".507",".540","2.1","3.3",".644","0.9","4.0","4.9","1.6","1.0","0.4","1.8","2.6","14.5","Brown,J"
"27","2018-19",22,"BOS","NBA","SG","74","25","25.9","5.0","10.7",".465","1.3","3.7",".344","3.7","7.0",".529",".525","1.8","2.7",".658","0.9","3.4","4.2","1.4","0.9","0.4","1.3","2.5","13.0","Brown,J"
"28","2019-20",23,"BOS","NBA","SG","57","57","33.9","7.5","15.6",".481","2.3","5.9",".382","5.2","9.6",".543",".554","3.1","4.3",".724","1.1","5.3","6.4","2.1","1.1","0.4","2.2","2.9","20.3","Brown,J"
"29","2020-21",24,"BOS","NBA","SG","58","58","34.5","9.3","19.2",".484","2.8","7.1",".397","6.5","12.1",".536",".558","3.3","4.3",".764","1.2","4.8","6.0","3.4","1.2","0.6","2.7","2.9","24.7","Brown,J"
"30","2021-22",25,"BOS","NBA","SF","46","46","34.3","8.7","18.8",".460","2.7","7.5",".353","6.0","11.3",".532",".531","3.8","4.9",".773","0.8","5.7","6.5","3.3","1.1","0.3","2.9","2.5","23.7","Brown,J"
"31","2017-18",19,"BOS","NBA","SF","80","80","30.5","5.0","10.4",".475","1.3","3.0",".434","3.7","7.4",".492",".538","2.7","3.2",".826","0.6","4.4","5.0","1.6","1.0","0.7","1.4","2.1","13.9","Tatum,J"
"32","2018-19",20,"BOS","NBA","SF","79","79","31.1","5.9","13.1",".450","1.5","3.9",".373","4.4","9.2",".483",".506","2.5","2.9",".855","0.9","5.2","6.0","2.1","1.1","0.7","1.5","2.1","15.7","Tatum,J"
"33","2019-20",21,"BOS","NBA","PF","66","66","34.3","8.4","18.6",".450","2.9","7.1",".403","5.5","11.5",".480",".527","3.8","4.7",".812","1.0","6.0","7.0","3.0","1.4","0.9","2.3","2.1","23.4","Tatum,J"
"34","2020-21",22,"BOS","NBA","SF","64","64","35.8","9.5","20.6",".459","2.9","7.6",".386","6.5","13.0",".502",".530","4.6","5.3",".868","0.8","6.6","7.4","4.3","1.2","0.5","2.7","1.9","26.4","Tatum,J"
"35","2021-22",23,"BOS","NBA","SF","56","56","36.1","8.9","20.6",".434","2.8","8.4",".329","6.2","12.2",".505",".500","5.1","6.0",".848","1.2","7.2","8.4","4.2","1.0","0.7","2.9","2.3","25.7","Tatum,J"
"36","2014-15",20,"BOS","NBA","PG","67","38","27.0","2.6","7.1",".367","1.4","4.1",".335","1.3","3.1",".410",".462","1.2","1.9",".646","0.9","2.4","3.3","3.1","1.5","0.3","1.3","2.6","7.8","Smart,M"
"37","2015-16",21,"BOS","NBA","PG","61","10","27.3","3.0","8.7",".348","1.0","4.0",".253","2.0","4.7",".427",".405","2.1","2.7",".777","1.2","2.9","4.2","3.0","1.5","0.3","1.3","3.0","9.1","Smart,M"
"38","2016-17",22,"BOS","NBA","SG","79","24","30.4","3.4","9.5",".359","1.2","4.2",".283","2.2","5.3",".420",".422","2.6","3.2",".812","1.0","2.9","3.9","4.6","1.6","0.4","2.0","2.4","10.6","Smart,M"
"39","2017-18",23,"BOS","NBA","SG","54","11","29.9","3.5","9.5",".367","1.4","4.6",".301","2.1","4.9",".429",".440","1.8","2.5",".729","0.8","2.7","3.5","4.8","1.3","0.4","2.4","2.5","10.2","Smart,M"
"40","2018-19",24,"BOS","NBA","SG","80","60","27.5","3.0","7.1",".422","1.6","4.3",".364","1.4","2.8",".511",".533","1.3","1.6",".806","0.7","2.2","2.9","4.0","1.8","0.4","1.5","2.5","8.9","Smart,M"
"41","2019-20",25,"BOS","NBA","SG","60","40","32.0","4.3","11.4",".375","2.3","6.6",".347","2.0","4.8",".415",".476","2.1","2.5",".836","0.7","3.1","3.8","4.9","1.7","0.5","1.7","2.7","12.9","Smart,M"
"42","2020-21",26,"BOS","NBA","PG","48","45","32.9","4.2","10.6",".398","1.9","5.9",".330","2.3","4.8",".482",".489","2.7","3.4",".790","0.8","2.7","3.5","5.7","1.5","0.5","2.0","2.6","13.1","Smart,M"
"43","2021-22",27,"BOS","NBA","PG","50","50","32.7","4.0","9.8",".411","1.5","4.8",".311","2.5","5.0",".506",".487","2.2","2.8",".783","0.6","3.3","3.9","5.3","1.8","0.3","2.0","2.4","11.7","Smart,M"
"44","2007-08",21,"ATL","NBA","C","81","77","31.4","4.1","8.2",".499","0.0","0.1",".000","4.1","8.2",".502",".499","1.9","2.6",".731","3.1","6.6","9.7","1.5","0.7","0.9","1.7","3.3","10.1","Horford,A"
"45","2008-09",22,"ATL","NBA","C","67","67","33.5","4.7","8.9",".525","0.0","0.0",".000","4.7","8.9",".526",".525","2.2","3.1",".727","2.2","7.1","9.3","2.4","0.8","1.4","1.5","2.8","11.5","Horford,A"
"46","2009-10",23,"ATL","NBA","C","81","81","35.1","5.8","10.5",".551","0.0","0.0","1.000","5.8","10.4",".551",".552","2.6","3.3",".789","2.9","7.0","9.9","2.3","0.7","1.1","1.5","2.8","14.2","Horford,A"
"47","2010-11",24,"ATL","NBA","C","77","77","35.1","6.7","12.0",".557","0.0","0.1",".500","6.6","11.9",".557",".558","1.9","2.4",".798","2.4","7.0","9.3","3.5","0.8","1.0","1.5","2.5","15.3","Horford,A"
"48","2011-12",25,"ATL","NBA","C","11","11","31.6","5.2","9.4",".553","0.0","0.1",".000","5.2","9.3",".559",".553","2.0","2.7",".733","2.4","4.6","7.0","2.2","0.9","1.3","1.5","1.9","12.4","Horford,A"
"49","2012-13",26,"ATL","NBA","C","74","74","37.2","7.8","14.3",".543","0.0","0.1",".500","7.7","14.2",".544",".545","1.8","2.8",".644","2.6","7.6","10.2","3.2","1.1","1.1","2.0","2.2","17.4","Horford,A"
"50","2013-14",27,"ATL","NBA","C","29","29","33.0","8.2","14.5",".567","0.1","0.4",".364","8.1","14.1",".572",".571","2.0","2.9",".682","2.3","6.1","8.4","2.6","0.9","1.5","2.2","1.9","18.6","Horford,A"
"51","2014-15",28,"ATL","NBA","C","76","76","30.5","6.8","12.7",".538","0.1","0.5",".306","6.7","12.2",".547",".544","1.4","1.9",".759","1.7","5.4","7.2","3.2","0.9","1.3","1.3","1.6","15.2","Horford,A"
"52","2015-16",29,"ATL","NBA","C","82","82","32.1","6.5","12.8",".505","1.1","3.1",".344","5.4","9.7",".557",".547","1.3","1.6",".798","1.8","5.5","7.3","3.2","0.8","1.5","1.3","2.0","15.2","Horford,A"
"53","2016-17",30,"BOS","NBA","C","68","68","32.3","5.6","11.8",".473","1.3","3.6",".355","4.3","8.2",".524",".527","1.6","2.0",".800","1.4","5.4","6.8","5.0","0.8","1.3","1.7","2.0","14.0","Horford,A"
"54","2017-18",31,"BOS","NBA","C","72","72","31.6","5.1","10.5",".489","1.3","3.1",".429","3.8","7.3",".514",".553","1.3","1.7",".783","1.4","5.9","7.4","4.7","0.6","1.1","1.8","1.9","12.9","Horford,A"
"55","2018-19",32,"BOS","NBA","C","68","68","29.0","5.7","10.6",".535","1.1","3.0",".360","4.6","7.6",".604",".586","1.1","1.4",".821","1.8","5.0","6.7","4.2","0.9","1.3","1.5","1.9","13.6","Horford,A"
"56","2019-20",33,"PHI","NBA","C","67","61","30.2","4.8","10.6",".450","1.5","4.2",".350","3.3","6.4",".516",".520","0.9","1.2",".763","1.5","5.3","6.8","4.0","0.8","0.9","1.2","2.1","11.9","Horford,A"
"57","2020-21",34,"OKC","NBA","C","28","28","27.9","5.8","12.9",".450","2.0","5.4",".368","3.8","7.4",".510",".528","0.6","0.8",".818","1.0","5.7","6.7","3.4","0.9","0.9","1.0","1.7","14.2","Horford,A"
"58","2021-22",35,"BOS","NBA","C","51","51","28.3","3.8","8.5",".445","1.2","4.0",".307","2.6","4.5",".565",".516","1.3","1.5",".835","1.5","6.0","7.5","3.4","0.6","1.3","1.0","1.8","10.1","Horford,A"
"59","2018-19",21,"BOS","NBA","C","32","2","8.8","1.1","1.6",".706","0.0","0.0","","1.1","1.6",".706",".706","0.3","0.5",".600","0.8","1.7","2.5","0.2","0.3","1.3","0.3","1.1","2.5","Williams,R"
"60","2019-20",22,"BOS","NBA","C","29","1","13.4","2.2","3.0",".727","0.0","0.0","","2.2","3.0",".727",".727","0.8","1.2",".647","1.4","3.0","4.4","0.9","0.8","1.2","0.7","1.8","5.2","Williams,R"
"61","2020-21",23,"BOS","NBA","C","52","13","18.9","3.6","5.0",".721","0.0","0.0",".000","3.6","4.9",".727",".721","0.9","1.4",".616","2.6","4.3","6.9","1.8","0.8","1.8","1.0","2.0","8.0","Williams,R"
"62","2021-22",24,"BOS","NBA","C","47","47","30.0","4.4","6.0",".732","0.0","0.0",".000","4.4","6.0",".735",".732","1.1","1.6",".693","3.9","5.8","9.7","2.0","0.9","2.2","1.2","2.1","10","Williams,R"
"63","2016-17",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simmons,B"
"64","2017-18",21,"PHI","NBA","PG","81","81","33.7","6.7","12.3",".545","0.0","0.1",".000","6.7","12.2",".551",".545","2.4","4.2",".560","1.8","6.3","8.1","8.2","1.7","0.9","3.4","2.6","15.8","Simmons,B"
"65","2018-19",22,"PHI","NBA","PG","79","79","34.2","6.8","12.2",".563","0.0","0.1",".000","6.8","12.1",".566",".563","3.3","5.4",".600","2.2","6.6","8.8","7.7","1.4","0.8","3.5","2.6","16.9","Simmons,B"
"66","2019-20",23,"PHI","NBA","PG","57","57","35.4","6.6","11.4",".580","0.0","0.1",".286","6.5","11.2",".583",".581","3.2","5.2",".621","2.0","5.8","7.8","8.0","2.1","0.6","3.5","3.3","16.4","Simmons,B"
"67","2020-21",24,"PHI","NBA","PG","58","58","32.4","5.6","10.1",".557","0.1","0.2",".300","5.6","9.9",".562",".560","3.0","4.9",".613","1.6","5.6","7.2","6.9","1.6","0.6","3.0","2.9","14.3","Simmons,B"
"68","2011-12",19,"CLE","NBA","PG","51","51","30.5","6.9","14.6",".469","1.4","3.6",".399","5.4","11.1",".491",".517","3.4","3.8",".872","0.9","2.9","3.7","5.4","1.1","0.4","3.1","2.2","18.5","Irving,K"
"69","2012-13",20,"CLE","NBA","PG","59","59","34.7","8.2","18.1",".452","1.8","4.7",".391","6.4","13.4",".474",".503","4.2","4.9",".855","0.6","3.1","3.7","5.9","1.5","0.4","3.2","2.5","22.5","Irving,K"
"70","2013-14",21,"CLE","NBA","PG","71","71","35.2","7.5","17.4",".430","1.7","4.8",".358","5.8","12.6",".458",".480","4.1","4.8",".861","0.7","2.9","3.6","6.1","1.5","0.3","2.7","2.3","20.8","Irving,K"
"71","2014-15",22,"CLE","NBA","PG","75","75","36.4","7.7","16.5",".468","2.1","5.0",".415","5.6","11.4",".491",".532","4.2","4.9",".863","0.7","2.4","3.2","5.2","1.5","0.3","2.5","1.9","21.7","Irving,K"
"72","2015-16",23,"CLE","NBA","PG","53","53","31.5","7.4","16.6",".448","1.6","4.9",".321","5.8","11.6",".502",".496","3.2","3.6",".885","0.8","2.1","3.0","4.7","1.1","0.3","2.3","2.0","19.6","Irving,K"
"73","2016-17",24,"CLE","NBA","PG","72","72","35.1","9.3","19.7",".473","2.5","6.1",".401","6.9","13.6",".505",".535","4.1","4.6",".905","0.7","2.5","3.2","5.8","1.2","0.3","2.5","2.2","25.2","Irving,K"
"74","2017-18",25,"BOS","NBA","PG","60","60","32.2","8.9","18.1",".491","2.8","6.8",".408","6.1","11.3",".541",".568","3.9","4.4",".889","0.6","3.2","3.8","5.1","1.1","0.3","2.3","2.0","24.4","Irving,K"
"75","2018-19",26,"BOS","NBA","PG","67","67","33.0","9.0","18.5",".487","2.6","6.5",".401","6.4","12.0",".533",".557","3.2","3.7",".873","1.1","3.9","5.0","6.9","1.5","0.5","2.6","2.5","23.8","Irving,K"
"76","2019-20",27,"BRK","NBA","PG","20","20","32.9","10.0","20.8",".478","2.8","7.1",".394","7.2","13.7",".522",".546","4.7","5.1",".922","1.1","4.1","5.2","6.4","1.4","0.5","2.6","2.7","27.4","Irving,K"
"77","2020-21",28,"BRK","NBA","PG","54","54","34.9","10.2","20.1",".506","2.8","7.0",".402","7.4","13.1",".561",".576","3.7","4.0",".922","1.0","3.8","4.8","6.0","1.4","0.7","2.4","2.6","26.9","Irving,K"
"78","2021-22",29,"BRK","NBA","PG","14","14","36.2","9.1","20.1",".452","2.5","6.8",".368","6.6","13.3",".495",".514","3.5","3.8",".925","0.6","4.2","4.8","5.4","1.1","0.6","2.4","2.4","24.1","Irving,K"
"79","2013-14",23,"TOT","NBA","PG","2","0","6.5","0.5","1.5",".333","0.5","0.5","1.000","0.0","1.0",".000",".500","0.0","0.0","","0.0","0.5","0.5","0.0","1.0","0.0","0.0","0.0","1.5","Curry,Se"
"80","2013-14",23,"MEM","NBA","PG","1","0","4.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Curry,Se"
"81","2013-14",23,"CLE","NBA","PG","1","0","9.0","1.0","3.0",".333","1.0","1.0","1.000","0.0","2.0",".000",".500","0.0","0.0","","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","3.0","Curry,Se"
"82","2014-15",24,"PHO","NBA","PG","2","0","4.0","0.0","1.5",".000","0.0","0.5",".000","0.0","1.0",".000",".000","0.0","0.0","","0.0","1.0","1.0","0.5","0.0","0.0","0.0","1.0","0.0","Curry,Se"
"83","2015-16",25,"SAC","NBA","PG","44","9","15.7","2.3","5.1",".455","1.1","2.5",".450","1.2","2.6",".460",".567","1.0","1.2",".833","0.2","1.2","1.4","1.5","0.5","0.1","0.8","0.9","6.8","Curry,Se"
"84","2016-17",26,"DAL","NBA","PG","70","42","29.0","4.8","10.0",".481","2.0","4.6",".425","2.9","5.4",".528",".578","1.2","1.4",".850","0.4","2.2","2.6","2.7","1.1","0.1","1.3","1.8","12.8","Curry,Se"
"85","2018-19",28,"POR","NBA","SG","74","2","18.9","2.9","6.3",".456","1.5","3.4",".450","1.3","2.9",".463",".577","0.6","0.7",".846","0.4","1.3","1.6","0.9","0.5","0.2","0.8","1.3","7.9","Curry,Se"
"86","2019-20",29,"DAL","NBA","SG","64","25","24.6","4.4","9.0",".495","2.3","5.0",".452","2.2","4.0",".549",".621","1.3","1.5",".825","0.4","1.8","2.3","1.9","0.6","0.1","1.0","1.8","12.4","Curry,Se"
"87","2020-21",30,"PHI","NBA","SG","57","57","28.7","4.5","9.7",".467","2.2","4.9",".450","2.3","4.8",".485",".582","1.2","1.4",".896","0.2","2.2","2.4","2.7","0.8","0.1","1.1","1.7","12.5","Curry,Se"
"88","2021-22",31,"TOT","NBA","SG","47","47","34.8","5.8","11.9",".488","2.3","5.7",".408","3.5","6.2",".560",".585","1.4","1.6",".877","0.4","3.0","3.4","4.1","0.8","0.2","1.9","2.3","15.3","Curry,Se"
"89","2021-22",31,"PHI","NBA","SG","45","45","34.8","5.7","11.7",".485","2.2","5.6",".400","3.5","6.2",".561",".580","1.4","1.6",".877","0.4","3.0","3.4","4.0","0.8","0.2","1.9","2.2","15.0","Curry,Se"
"90","2021-22",31,"BRK","NBA","SG","2","2","34.0","8.5","16.0",".531","4.5","8.5",".529","4.0","7.5",".533",".672","0.0","0.0","","0.0","4.0","4.0","5.5","0.5","0.0","3.0","2.5","21.5","Curry,Se"
"91","2021-22",21,"BRK","NBA","SF","27","19","24.9","2.6","6.5",".406","1.1","3.3",".341","1.5","3.2",".471",".491","0.3","0.4",".800","1.0","3.3","4.3","0.6","0.8","0.6","1.1","2.0","6.7","Edwards,K"
"92","2012-13",19,"DET","NBA","C","60","10","20.7","3.5","5.7",".608","0.0","0.0",".500","3.5","5.7",".609",".610","1.0","2.7",".371","2.8","4.8","7.6","0.5","1.0","1.6","1.0","2.4","7.9","Drummond,A"
"93","2013-14",20,"DET","NBA","C","81","81","32.3","5.9","9.5",".623","0.0","0.0",".000","5.9","9.5",".625",".623","1.7","4.0",".418","5.4","7.8","13.2","0.4","1.2","1.6","1.4","3.4","13.5","Drummond,A"
"94","2014-15",21,"DET","NBA","C","82","82","30.5","6.0","11.7",".514","0.0","0.0",".000","6.0","11.7",".515",".514","1.7","4.5",".389","5.3","8.1","13.5","0.7","0.9","1.9","1.5","3.5","13.8","Drummond,A"
"95","2015-16",22,"DET","NBA","C","81","81","32.9","6.8","13.1",".521","0.0","0.1",".333","6.8","13.0",".522",".522","2.6","7.2",".355","4.9","9.9","14.8","0.8","1.5","1.4","1.9","3.0","16.2","Drummond,A"
"96","2016-17",23,"DET","NBA","C","81","81","29.7","6.0","11.2",".530","0.0","0.1",".286","5.9","11.2",".532",".531","1.7","4.4",".386","4.3","9.5","13.8","1.1","1.5","1.1","1.9","2.9","13.6","Drummond,A"
"97","2017-18",24,"DET","NBA","C","78","78","33.7","6.0","11.3",".529","0.0","0.1",".000","6.0","11.2",".536",".529","3.1","5.1",".605","5.1","10.9","16.0","3.0","1.5","1.6","2.6","3.2","15.0","Drummond,A"
"98","2018-19",25,"DET","NBA","C","79","79","33.5","7.1","13.3",".533","0.1","0.5",".132","7.0","12.8",".548",".536","3.1","5.2",".590","5.4","10.2","15.6","1.4","1.7","1.7","2.2","3.4","17.3","Drummond,A"
"99","2019-20",26,"TOT","NBA","C","57","56","33.0","7.3","13.8",".533","0.1","0.6",".143","7.2","13.1",".551",".536","3.0","5.2",".575","4.4","10.8","15.2","2.7","1.9","1.6","3.6","3.5","17.7","Drummond,A"
"100","2019-20",26,"DET","NBA","C","49","48","33.8","7.3","13.9",".530","0.0","0.4",".048","7.3","13.4",".546",".531","3.0","5.2",".584","4.6","11.2","15.8","2.8","2.0","1.7","3.6","3.6","17.8","Drummond,A"
"101","2019-20",26,"CLE","NBA","C","8","8","28.1","7.3","13.1",".552","0.5","1.8",".286","6.8","11.4",".593",".571","2.5","4.9",".513","3.0","8.1","11.1","1.8","1.5","1.4","3.6","3.1","17.5","Drummond,A"
"102","2020-21",27,"TOT","NBA","C","46","46","27.0","6.1","12.4",".493","0.0","0.2",".000","6.1","12.3",".500",".493","2.7","4.5",".600","3.6","8.4","12.0","2.0","1.4","1.1","2.7","3.2","14.9","Drummond,A"
"103","2020-21",27,"CLE","NBA","C","25","25","28.9","7.2","15.2",".474","0.0","0.3",".000","7.2","14.9",".484",".474","3.1","5.2",".597","4.0","9.4","13.5","2.6","1.6","1.2","3.2","2.8","17.5","Drummond,A"
"104","2020-21",27,"LAL","NBA","C","21","21","24.8","4.9","9.1",".531","0.0","0.0","","4.9","9.1",".531",".531","2.2","3.6",".605","3.1","7.1","10.2","1.4","1.1","1.0","2.0","3.8","11.9","Drummond,A"
"105","2021-22",28,"TOT","NBA","C","51","14","18.6","2.7","5.0",".535","0.0","0.0",".000","2.7","5.0",".539",".535","0.9","1.8",".505","2.8","6.2","9.0","2.0","1.1","0.9","1.6","2.5","6.3","Drummond,A"
"106","2021-22",28,"PHI","NBA","C","49","12","18.4","2.6","4.9",".538","0.0","0.0",".000","2.6","4.8",".542",".538","0.9","1.7",".512","2.8","6.1","8.8","2.0","1.1","0.9","1.6","2.5","6.1","Drummond,A"
"107","2021-22",28,"BRK","NBA","C","2","2","23.5","4.5","9.0",".500","0.0","0.0","","4.5","9.0",".500",".500","2.0","4.5",".444","4.0","10.0","14.0","3.0","1.0","1.0","1.0","3.0","11","Drummond,A"
"108","2020-21",19,"CHO","NBA","PG","51","31","28.8","5.7","13.2",".436","1.8","5.1",".352","3.9","8.1",".489",".504","2.5","3.2",".758","1.2","4.7","5.9","6.1","1.6","0.4","2.8","2.7","15.7","Ball,La"
"109","2021-22",20,"CHO","NBA","PG","52","52","32.6","7.2","16.9",".425","2.7","7.3",".373","4.5","9.7",".464",".505","3.1","3.6",".859","1.6","5.4","7.0","7.4","1.6","0.4","3.1","3.2","20.2","Ball,La"
"110","2015-16",21,"BOS","NBA","PG","39","0","8.0","0.7","2.7",".274","0.2","0.7",".222","0.6","2.0",".291",".302","0.2","0.3",".800","0.6","1.0","1.6","0.9","0.2","0.0","0.5","0.6","1.8","Rozier,T"
"111","2016-17",22,"BOS","NBA","PG","74","0","17.1","2.0","5.6",".367","0.8","2.4",".318","1.3","3.1",".405",".437","0.7","0.9",".773","0.5","2.5","3.1","1.8","0.6","0.1","0.6","0.9","5.5","Rozier,T"
"112","2017-18",23,"BOS","NBA","PG","80","16","25.9","4.0","10.0",".395","1.9","5.0",".381","2.0","5.0",".410",".491","1.4","1.9",".772","0.8","3.9","4.7","2.9","1.0","0.2","1.0","1.5","11.3","Rozier,T"
"113","2018-19",24,"BOS","NBA","PG","79","14","22.7","3.3","8.4",".387","1.5","4.3",".353","1.8","4.2",".422",".477","0.9","1.2",".785","0.4","3.5","3.9","2.9","0.9","0.3","0.9","1.3","9.0","Rozier,T"
"114","2019-20",25,"CHO","NBA","PG","63","63","34.3","6.3","14.9",".423","2.7","6.7",".407","3.6","8.2",".436",".514","2.6","3.0",".874","0.8","3.6","4.4","4.1","1.0","0.2","2.2","2.0","18.0","Rozier,T"
"115","2020-21",26,"CHO","NBA","SG","69","69","34.5","7.4","16.4",".450","3.2","8.3",".389","4.2","8.2",".512",".548","2.4","2.9",".817","0.7","3.7","4.4","4.2","1.3","0.4","1.9","1.7","20.4","Rozier,T"
"116","2021-22",27,"CHO","NBA","SG","50","50","33.7","6.9","16.1",".430","3.0","8.3",".361","3.9","7.8",".503",".523","2.1","2.5",".819","0.8","3.6","4.3","4.3","1.1","0.4","1.3","1.6","19","Rozier,T"
