"","Season","Age","Tm","Lg","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","NAME"
"526","2010-11",25,"ORL","NBA","C","78","78","37.6","7.9","13.4",".593","0.0","0.1",".000","7.9","13.3",".597",".593","7.0","11.7",".596","4.0","10.1","14.1","1.4","1.4","2.4","3.6","3.3","22.9","Howard,D"
"527","2011-12",26,"ORL","NBA","C","54","54","38.3","7.7","13.4",".573","0.0","0.1",".000","7.7","13.3",".579",".573","5.2","10.6",".491","3.7","10.8","14.5","1.9","1.5","2.1","3.2","2.9","20.6","Howard,D"
"528","2012-13",27,"LAL","NBA","C","76","76","35.8","6.2","10.7",".578","0.0","0.1",".167","6.2","10.6",".581",".579","4.7","9.5",".492","3.3","9.1","12.4","1.4","1.1","2.4","3.0","3.8","17.1","Howard,D"
"529","2013-14",28,"HOU","NBA","C","71","71","33.7","6.7","11.3",".591","0.0","0.1",".286","6.6","11.2",".594",".593","4.9","9.0",".547","3.3","8.9","12.2","1.8","0.8","1.8","3.2","3.4","18.3","Howard,D"
"530","2014-15",29,"HOU","NBA","C","41","41","29.8","6.1","10.3",".593","0.0","0.0",".500","6.1","10.3",".594",".595","3.5","6.6",".528","2.7","7.8","10.5","1.2","0.7","1.3","2.8","3.3","15.8","Howard,D"
"531","2015-16",30,"HOU","NBA","C","71","71","32.1","5.2","8.5",".620","0.0","0.1",".000","5.2","8.4",".626",".620","3.3","6.7",".489","3.4","8.4","11.8","1.4","1.0","1.6","2.3","3.1","13.7","Howard,D"
"532","2016-17",31,"ATL","NBA","C","74","74","29.7","5.2","8.3",".633","0.0","0.0",".000","5.2","8.3",".635",".633","3.1","5.7",".533","4.0","8.7","12.7","1.4","0.9","1.2","2.3","2.7","13.5","Howard,D"
"533","2017-18",32,"CHO","NBA","C","81","81","30.4","6.2","11.2",".555","0.0","0.1",".143","6.2","11.2",".559",".556","4.1","7.2",".574","3.1","9.3","12.5","1.3","0.6","1.6","2.6","3.1","16.6","Howard,D"
"534","2018-19",33,"WAS","NBA","C","9","9","25.6","4.8","7.7",".623","0.0","0.0","","4.8","7.7",".623",".623","3.2","5.3",".604","2.7","6.6","9.2","0.4","0.8","0.4","1.8","3.8","12.8","Howard,D"
"535","2019-20",34,"LAL","NBA","C","69","2","18.9","2.9","4.0",".729","0.0","0.1",".600","2.9","3.9",".732",".735","1.6","3.1",".514","2.5","4.9","7.3","0.7","0.4","1.1","1.2","3.2","7.5","Howard,D"
"536","2020-21",35,"PHI","NBA","C","69","6","17.3","2.6","4.4",".587","0.1","0.3",".250","2.5","4.1",".611",".596","1.8","3.0",".576","2.8","5.7","8.4","0.9","0.4","0.9","1.6","2.9","7.0","Howard,D"
"537","2021-22",36,"LAL","NBA","C","42","11","14.4","1.9","3.0",".614","0.1","0.2",".667","1.7","2.8",".610",".638","1.3","2.1",".621","1.9","3.5","5.4","0.5","0.7","0.6","0.8","2.0","5.1","Howard,D"
"538","2019-20",20,"MEM","NBA","PG","67","67","31.0","6.7","14.0",".477","0.9","2.7",".335","5.8","11.3",".511",".509","3.6","4.6",".776","0.8","3.1","3.9","7.3","0.9","0.3","3.3","1.6","17.8","Morant,J"
"539","2020-21",21,"MEM","NBA","PG","63","63","32.6","6.8","15.2",".449","1.2","3.8",".303","5.7","11.4",".499",".487","4.3","5.9",".728","0.9","3.1","4.0","7.4","0.9","0.2","3.2","1.4","19.1","Morant,J"
"540","2021-22",22,"MEM","NBA","PG","46","46","33.2","10.0","20.2",".495","1.5","4.5",".330","8.5","15.7",".542",".532","5.3","7.0",".755","1.3","4.5","5.8","6.9","1.2","0.4","3.4","1.5","26.8","Morant,J"
"541","2021-22",20,"MEM","NBA","SF","40","19","21.5","2.9","6.5",".441","1.1","3.7",".284","1.8","2.8",".646",".521","0.5","0.6",".760","0.3","1.5","1.8","0.9","0.6","0.2","0.6","2.0","7.3","Williams,Z"
"542","2017-18",22,"MEM","NBA","SF","82","74","28.7","4.1","9.4",".440","1.1","3.2",".356","3.0","6.2",".484",".501","1.5","2.0",".747","0.6","2.5","3.1","1.6","0.9","0.2","1.5","2.8","11.0","Brooks,D"
"543","2018-19",23,"MEM","NBA","SF","18","0","18.3","2.7","6.8",".402","0.8","2.2",".375","1.9","4.6",".415",".463","1.2","1.7",".733","0.5","1.2","1.7","0.9","0.6","0.2","1.1","2.8","7.5","Brooks,D"
"544","2019-20",24,"MEM","NBA","SG","73","73","28.9","6.0","14.6",".407","2.0","5.6",".358","3.9","9.0",".438",".476","2.2","2.8",".808","0.9","2.4","3.3","2.1","0.9","0.4","1.7","3.8","16.2","Brooks,D"
"545","2020-21",25,"MEM","NBA","SF","67","67","29.8","6.4","15.4",".419","1.9","5.6",".344","4.5","9.8",".461",".481","2.4","2.9",".815","0.8","2.1","2.9","2.3","1.2","0.4","1.8","3.5","17.2","Brooks,D"
"546","2021-22",26,"MEM","NBA","SF","21","20","28.0","6.9","16.2",".426","1.6","4.8",".327","5.3","11.4",".469",".475","3.0","3.4",".889","0.8","2.5","3.3","2.7","1.3","0.2","1.8","3.3","18.4","Brooks,D"
"547","2018-19",19,"MEM","NBA","PF","58","56","26.1","5.1","10.2",".506","0.9","2.4",".359","4.3","7.7",".553",".549","2.6","3.4",".766","1.3","3.4","4.7","1.1","0.9","1.4","1.7","3.8","13.8","Jackson_Jr,J"
"548","2019-20",20,"MEM","NBA","C","57","57","28.5","6.2","13.2",".469","2.5","6.5",".394","3.6","6.8",".540",".565","2.4","3.3",".747","1.0","3.6","4.6","1.4","0.7","1.6","1.7","4.1","17.4","Jackson_Jr,J"
"549","2020-21",21,"MEM","NBA","C","11","4","23.5","4.8","11.4",".424","1.5","5.5",".283","3.3","5.9",".554",".492","3.2","3.8",".833","1.5","4.1","5.6","1.1","1.1","1.6","1.4","3.8","14.4","Jackson_Jr,J"
"550","2021-22",22,"MEM","NBA","PF","59","59","27.8","5.7","13.7",".415","1.7","5.5",".318","3.9","8.2",".480",".479","3.6","4.5",".802","1.6","4.4","6.0","1.1","1.0","2.2","1.7","3.4","16.7","Jackson_Jr,J"
"551","2013-14",20,"OKC","NBA","C","81","20","14.8","1.1","2.3",".503","0.0","0.0","","1.1","2.3",".503",".503","1.0","1.7",".581","1.8","2.3","4.1","0.5","0.5","0.7","0.9","2.5","3.3","Adams,S"
"552","2014-15",21,"OKC","NBA","C","70","67","25.3","3.1","5.7",".544","0.0","0.0",".000","3.1","5.7",".547",".544","1.5","2.9",".502","2.8","4.6","7.5","0.9","0.5","1.2","1.4","3.2","7.7","Adams,S"
"553","2015-16",22,"OKC","NBA","C","80","80","25.2","3.3","5.3",".613","0.0","0.0","","3.3","5.3",".613",".613","1.4","2.5",".582","2.7","3.9","6.7","0.8","0.5","1.1","1.1","2.8","8.0","Adams,S"
"554","2016-17",23,"OKC","NBA","C","80","80","29.9","4.7","8.2",".571","0.0","0.0",".000","4.7","8.2",".572",".571","2.0","3.2",".611","3.5","4.2","7.7","1.1","1.1","1.0","1.8","2.4","11.3","Adams,S"
"555","2017-18",24,"OKC","NBA","C","76","76","32.7","5.9","9.4",".629","0.0","0.0",".000","5.9","9.3",".631",".629","2.1","3.8",".559","5.1","4.0","9.0","1.2","1.2","1.0","1.7","2.8","13.9","Adams,S"
"556","2018-19",25,"OKC","NBA","C","80","80","33.4","6.0","10.1",".595","0.0","0.0",".000","6.0","10.1",".596",".595","1.8","3.7",".500","4.9","4.6","9.5","1.6","1.5","1.0","1.7","2.6","13.9","Adams,S"
"557","2019-20",26,"OKC","NBA","C","63","63","26.7","4.5","7.6",".592","0.0","0.0",".333","4.5","7.5",".594",".593","1.9","3.2",".582","3.3","6.0","9.3","2.3","0.8","1.1","1.5","1.9","10.9","Adams,S"
"558","2020-21",27,"NOP","NBA","C","58","58","27.7","3.3","5.3",".614","0.0","0.1",".000","3.3","5.3",".620",".614","1.0","2.3",".444","3.7","5.2","8.9","1.9","0.9","0.7","1.3","1.9","7.6","Adams,S"
"559","2021-22",28,"MEM","NBA","C","56","55","26.1","2.8","5.0",".546","0.0","0.0","","2.8","5.0",".546",".546","1.5","2.7",".556","4.5","5.1","9.6","3.2","0.9","0.7","1.6","1.9","7","Adams,S"
"560","2017-18",20,"MIA","NBA","C","69","19","19.8","2.5","4.9",".512","0.0","0.1",".000","2.5","4.8",".523",".512","1.9","2.6",".721","1.7","3.8","5.5","1.5","0.5","0.6","1.0","2.0","6.9","Adebayo,B"
"561","2018-19",21,"MIA","NBA","C","82","28","23.3","3.4","5.9",".576","0.0","0.2",".200","3.4","5.7",".588",".579","2.0","2.8",".735","2.0","5.3","7.3","2.2","0.9","0.8","1.5","2.5","8.9","Adebayo,B"
"562","2019-20",22,"MIA","NBA","PF","72","72","33.6","6.1","11.0",".557","0.0","0.2",".143","6.1","10.8",".564",".558","3.7","5.3",".691","2.4","7.8","10.2","5.1","1.1","1.3","2.8","2.5","15.9","Adebayo,B"
"563","2020-21",23,"MIA","NBA","C","64","64","33.5","7.1","12.5",".570","0.0","0.1",".250","7.1","12.4",".573",".571","4.4","5.5",".799","2.2","6.7","9.0","5.4","1.2","1.0","2.6","2.3","18.7","Adebayo,B"
"564","2021-22",24,"MIA","NBA","C","33","33","33.0","7.2","13.6",".527","0.0","0.1",".000","7.2","13.5",".530",".527","4.4","5.8",".764","2.8","7.4","10.2","3.5","1.5","0.6","2.9","3.2","18.7","Adebayo,B"
"565","2011-12",22,"CHI","NBA","SG","42","0","8.5","0.8","1.9",".405","0.0","0.3",".182","0.7","1.6",".441",".418","1.0","1.3",".768","0.5","0.8","1.3","0.3","0.3","0.1","0.3","0.5","2.6","Butler,J"
"566","2012-13",23,"CHI","NBA","SF","82","20","26.0","2.9","6.2",".467","0.5","1.3",".381","2.4","5.0",".489",".506","2.3","2.8",".803","1.7","2.3","4.0","1.4","1.0","0.4","0.8","1.2","8.6","Butler,J"
"567","2013-14",24,"CHI","NBA","SG","67","67","38.7","4.1","10.3",".397","1.0","3.6",".283","3.1","6.8",".457",".446","3.9","5.0",".769","1.3","3.6","4.9","2.6","1.9","0.5","1.5","1.6","13.1","Butler,J"
"568","2014-15",25,"CHI","NBA","SG","65","65","38.7","6.5","14.0",".462","1.1","3.0",".378","5.4","11.1",".484",".502","5.9","7.1",".834","1.8","4.1","5.8","3.3","1.8","0.6","1.4","1.7","20.0","Butler,J"
"569","2015-16",26,"CHI","NBA","SG","67","67","36.9","7.0","15.4",".454","1.0","3.1",".312","6.1","12.4",".489",".485","5.9","7.1",".832","1.2","4.2","5.3","4.8","1.6","0.6","2.0","1.9","20.9","Butler,J"
"570","2016-17",27,"CHI","NBA","SF","76","75","37.0","7.5","16.5",".455","1.2","3.3",".367","6.3","13.2",".477",".492","7.7","8.9",".865","1.7","4.5","6.2","5.5","1.9","0.4","2.1","1.5","23.9","Butler,J"
"571","2017-18",28,"MIN","NBA","SG","59","59","36.7","7.4","15.6",".474","1.2","3.4",".350","6.2","12.2",".509",".512","6.2","7.2",".854","1.3","4.0","5.3","4.9","2.0","0.4","1.8","1.3","22.2","Butler,J"
"572","2018-19",29,"TOT","NBA","SFSG","65","65","33.6","6.4","13.9",".462","1.0","3.0",".347","5.4","10.9",".494",".499","4.8","5.6",".855","1.9","3.4","5.3","4.0","1.9","0.6","1.5","1.7","18.7","Butler,J"
"573","2018-19",29,"MIN","NBA","SG","10","10","36.1","7.4","15.7",".471","1.7","4.5",".378","5.7","11.2",".509",".525","4.8","6.1",".787","1.6","3.6","5.2","4.3","2.4","1.0","1.4","1.8","21.3","Butler,J"
"574","2018-19",29,"PHI","NBA","SF","55","55","33.2","6.3","13.6",".461","0.9","2.7",".338","5.3","10.9",".491",".494","4.8","5.5",".868","1.9","3.4","5.3","4.0","1.8","0.5","1.5","1.7","18.2","Butler,J"
"575","2019-20",30,"MIA","NBA","SF","58","58","33.8","5.9","13.1",".455","0.5","2.1",".244","5.4","11.0",".495",".474","7.6","9.1",".834","1.8","4.8","6.7","6.0","1.8","0.6","2.2","1.4","19.9","Butler,J"
"576","2020-21",31,"MIA","NBA","SF","52","52","33.6","7.0","14.2",".497","0.5","2.0",".245","6.6","12.2",".538",".514","6.9","8.0",".863","1.8","5.1","6.9","7.1","2.1","0.3","2.1","1.4","21.5","Butler,J"
"577","2021-22",32,"MIA","NBA","SF","39","39","33.9","7.2","14.7",".490","0.4","1.8",".200","6.8","12.9",".530",".502","7.2","8.0",".894","1.9","4.4","6.3","5.9","1.8","0.4","2.1","1.5","21.9","Butler,J"
"578","2018-19",24,"MIA","NBA","SF","15","1","10.7","1.2","3.1",".391","0.7","2.3",".286","0.5","0.7",".727",".500","0.3","0.4",".667","0.1","1.1","1.3","0.3","0.3","0.0","0.3","0.7","3.3","Robinson,D"
"579","2019-20",25,"MIA","NBA","SG","73","68","29.7","4.4","9.4",".470","3.7","8.3",".446","0.7","1.1",".654",".667","0.9","1.0",".931","0.1","3.0","3.2","1.4","0.5","0.3","1.0","2.6","13.5","Robinson,D"
"580","2020-21",26,"MIA","NBA","SF","72","72","31.4","4.4","10.0",".439","3.5","8.5",".408","0.9","1.4",".625",".614","0.9","1.0",".827","0.1","3.4","3.5","1.8","0.6","0.3","1.1","2.5","13.1","Robinson,D"
"581","2021-22",27,"MIA","NBA","SG","55","50","27.2","3.9","10.0",".396","3.0","8.4",".361","0.9","1.6",".580",".547","0.7","0.8",".822","0.4","2.6","3.0","1.5","0.6","0.2","0.9","2.6","11.6","Robinson,D"
"582","2006-07",21,"TOR","NBA","SF","17","0","4.9","0.6","1.3",".500","0.0","0.0","","0.6","1.3",".500",".500","0.5","0.8",".571","0.6","0.7","1.4","0.2","0.1","0.0","0.4","0.7","1.8","Tucker,P"
"583","2007-08",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tucker,P"
"584","2008-09",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tucker,P"
"585","2009-10",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tucker,P"
"586","2010-11",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tucker,P"
"587","2011-12",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tucker,P"
"588","2012-13",27,"PHO","NBA","SG","79","45","24.2","2.7","5.6",".473","0.3","0.9",".314","2.4","4.7",".503",".498","0.8","1.1",".744","1.7","2.8","4.4","1.4","0.8","0.2","0.8","1.8","6.4","Tucker,P"
"589","2013-14",28,"PHO","NBA","SF","81","81","30.7","3.3","7.6",".431","0.9","2.4",".387","2.4","5.2",".450",".491","1.9","2.5",".776","2.0","4.5","6.5","1.7","1.4","0.3","1.3","2.5","9.4","Tucker,P"
"590","2014-15",29,"PHO","NBA","SF","78","63","30.6","3.3","7.6",".438","1.1","3.2",".345","2.2","4.4",".506",".511","1.3","1.8",".727","1.5","5.0","6.4","1.6","1.4","0.3","1.2","2.3","9.1","Tucker,P"
"591","2015-16",30,"PHO","NBA","SF","82","80","31.0","2.9","7.1",".411","0.8","2.5",".330","2.1","4.6",".455",".469","1.3","1.7",".746","2.0","4.2","6.2","2.2","1.3","0.2","1.4","2.5","8.0","Tucker,P"
"592","2016-17",31,"TOT","NBA","SF","81","21","27.6","2.5","6.0",".413","0.9","2.4",".357","1.6","3.5",".451",".485","0.9","1.1",".774","1.4","4.4","5.8","1.2","1.4","0.2","0.8","2.4","6.7","Tucker,P"
"593","2016-17",31,"PHO","NBA","SF","57","17","28.5","2.6","6.2",".415","0.8","2.4",".338","1.8","3.8",".463",".480","1.1","1.4",".792","1.6","4.4","6.0","1.3","1.5","0.2","0.9","2.5","7.0","Tucker,P"
"594","2016-17",31,"TOR","NBA","SF","24","4","25.4","2.2","5.3",".406","1.0","2.5",".400","1.2","2.8",".412",".500","0.5","0.7",".688","1.0","4.4","5.4","1.1","1.3","0.2","0.6","2.2","5.8","Tucker,P"
"595","2017-18",32,"HOU","NBA","PF","82","34","27.8","2.1","5.4",".390","1.4","3.8",".371","0.7","1.6",".435",".520","0.5","0.7",".717","1.1","4.4","5.6","0.9","1.0","0.3","0.9","2.5","6.1","Tucker,P"
"596","2018-19",33,"HOU","NBA","PF","82","82","34.2","2.5","6.4",".396","1.8","4.7",".377","0.7","1.7",".449",".535","0.5","0.7",".695","1.5","4.4","5.8","1.2","1.6","0.5","0.8","3.1","7.3","Tucker,P"
"597","2019-20",34,"HOU","NBA","PF","72","72","34.3","2.5","5.9",".415","1.5","4.2",".358","1.0","1.8",".551",".541","0.5","0.7",".813","1.6","5.1","6.6","1.6","1.1","0.5","1.0","3.2","6.9","Tucker,P"
"598","2020-21",35,"TOT","NBA","PF","52","33","26.1","1.3","3.4",".373","0.8","2.3",".336","0.5","1.1",".448",".486","0.4","0.5",".750","1.0","2.9","3.9","1.2","0.8","0.4","0.8","2.4","3.7","Tucker,P"
"599","2020-21",35,"HOU","NBA","PF","32","32","30.0","1.5","4.1",".366","0.8","2.7",".314","0.7","1.4",".467",".469","0.6","0.7",".783","1.0","3.6","4.6","1.4","0.9","0.6","1.0","2.8","4.4","Tucker,P"
"600","2020-21",35,"MIL","NBA","PF","20","1","19.9","0.9","2.3",".391","0.7","1.7",".394","0.3","0.7",".385",".533","0.2","0.3",".600","0.9","1.9","2.8","0.8","0.5","0.1","0.4","1.7","2.6","Tucker,P"
"601","2021-22",36,"MIA","NBA","PF","51","50","28.3","3.1","6.3",".495","1.4","3.1",".455","1.7","3.2",".533",".606","0.7","1.0",".712","1.4","4.0","5.5","2.1","0.8","0.2","1.0","2.4","8.4","Tucker,P"
"602","2006-07",20,"MEM","NBA","PG","10","0","17.5","1.4","3.8",".368","0.3","0.8",".375","1.1","3.0",".367",".408","2.5","2.8",".893","1.2","1.9","3.1","3.2","1.4","0.1","1.2","2.0","5.6","Lowry,K"
"603","2007-08",21,"MEM","NBA","PG","82","9","25.5","3.1","7.2",".432","0.4","1.7",".257","2.7","5.5",".487",".463","3.0","4.2",".698","0.5","2.5","3.0","3.6","1.1","0.3","1.5","2.3","9.6","Lowry,K"
"604","2008-09",22,"TOT","NBA","PG","77","21","21.8","2.5","5.6",".435","0.3","1.3",".255","2.1","4.4",".488",".464","2.4","2.9",".801","0.3","2.1","2.5","3.6","0.9","0.2","1.5","1.9","7.6","Lowry,K"
"605","2008-09",22,"MEM","NBA","PG","49","21","21.9","2.3","5.6",".412","0.3","1.4",".246","1.9","4.1",".468",".443","2.6","3.3",".801","0.3","2.0","2.3","3.6","1.0","0.2","1.6","1.8","7.6","Lowry,K"
"606","2008-09",22,"HOU","NBA","PG","28","0","21.7","2.8","5.8",".475","0.3","1.0",".276","2.5","4.8",".519",".500","1.9","2.3",".800","0.5","2.3","2.8","3.5","0.8","0.3","1.4","2.0","7.6","Lowry,K"
"607","2009-10",23,"HOU","NBA","PG","68","0","24.3","2.7","6.8",".397","0.5","2.0",".272","2.2","4.8",".448",".436","3.2","3.8",".827","1.3","2.3","3.6","4.5","0.9","0.1","1.7","2.5","9.1","Lowry,K"
"608","2010-11",24,"HOU","NBA","PG","75","71","34.2","4.6","10.8",".426","1.7","4.6",".376","2.9","6.2",".464",".506","2.6","3.3",".765","1.2","2.9","4.1","6.7","1.4","0.3","2.1","2.8","13.5","Lowry,K"
"609","2011-12",25,"HOU","NBA","PG","47","38","32.1","4.5","10.9",".409","1.7","4.5",".374","2.8","6.4",".434",".486","3.6","4.2",".864","0.8","3.7","4.5","6.6","1.6","0.3","2.8","2.8","14.3","Lowry,K"
"610","2012-13",26,"TOR","NBA","PG","68","52","29.7","3.7","9.2",".401","1.5","4.1",".362","2.2","5.1",".433",".482","2.8","3.5",".795","0.8","3.9","4.7","6.4","1.4","0.4","2.3","3.2","11.6","Lowry,K"
"611","2013-14",27,"TOR","NBA","PG","79","79","36.2","5.8","13.7",".423","2.4","6.3",".380","3.4","7.3",".460",".511","4.0","4.9",".813","1.1","3.6","4.7","7.4","1.5","0.2","2.5","3.4","17.9","Lowry,K"
"612","2014-15",28,"TOR","NBA","PG","70","70","34.5","6.1","14.9",".412","1.9","5.6",".338","4.3","9.3",".457",".476","3.6","4.5",".808","0.8","3.9","4.7","6.8","1.6","0.2","2.5","3.0","17.8","Lowry,K"
"613","2015-16",29,"TOR","NBA","PG","77","77","37.0","6.6","15.6",".427","2.8","7.1",".388","3.9","8.5",".461",".516","5.2","6.4",".811","0.7","4.0","4.7","6.4","2.1","0.4","2.9","2.7","21.2","Lowry,K"
"614","2016-17",30,"TOR","NBA","PG","60","60","37.4","7.1","15.3",".464","3.2","7.8",".412","3.9","7.5",".518",".569","5.0","6.1",".819","0.8","4.0","4.8","7.0","1.5","0.3","2.9","2.8","22.4","Lowry,K"
"615","2017-18",31,"TOR","NBA","PG","78","78","32.2","5.2","12.1",".427","3.1","7.6",".399","2.1","4.5",".474",".553","2.9","3.3",".854","0.8","4.7","5.6","6.9","1.1","0.2","2.3","2.5","16.2","Lowry,K"
"616","2018-19",32,"TOR","NBA","PG","65","65","34.0","4.7","11.4",".411","2.4","7.0",".347","2.3","4.4",".514",".518","2.5","3.0",".830","0.6","4.2","4.8","8.7","1.4","0.5","2.8","2.6","14.2","Lowry,K"
"617","2019-20",33,"TOR","NBA","PG","58","58","36.2","5.8","13.8",".416","2.8","8.0",".352","2.9","5.8",".504",".518","5.1","5.9",".857","0.6","4.5","5.0","7.5","1.4","0.4","3.1","3.3","19.4","Lowry,K"
"618","2020-21",34,"TOR","NBA","PG","46","46","34.8","5.7","13.0",".436","2.8","7.2",".396","2.8","5.8",".487",".546","3.0","3.5",".875","0.8","4.6","5.4","7.3","1.0","0.3","2.7","3.1","17.2","Lowry,K"
"619","2021-22",35,"MIA","NBA","PG","45","45","34.0","4.3","10.3",".420","2.1","6.0",".344","2.2","4.3",".526",".521","2.3","2.7",".846","0.6","3.9","4.5","8.0","1.2","0.3","3.0","2.8","13","Lowry,K"
"620","2009-10",19,"PHI","NBA","PG","73","51","24.2","3.2","7.1",".442","0.8","2.2",".390","2.3","4.9",".465",".502","0.9","1.2",".756","0.8","1.8","2.6","3.8","1.1","0.2","2.1","2.1","8.0","Holiday,J"
"621","2010-11",20,"PHI","NBA","PG","82","82","35.4","5.4","12.2",".446","1.0","2.7",".365","4.5","9.5",".470",".487","2.1","2.5",".823","0.8","3.2","4.0","6.5","1.5","0.4","2.7","2.5","14.0","Holiday,J"
"622","2011-12",21,"PHI","NBA","PG","65","65","33.8","5.5","12.8",".432","1.0","2.6",".380","4.5","10.2",".445",".471","1.4","1.8",".783","0.9","2.4","3.3","4.5","1.6","0.3","2.1","2.1","13.5","Holiday,J"
"623","2012-13",22,"PHI","NBA","PG","78","78","37.5","7.1","16.5",".431","1.2","3.2",".368","5.9","13.3",".446",".466","2.3","3.1",".752","1.1","3.1","4.2","8.0","1.6","0.4","3.7","2.2","17.7","Holiday,J"
"624","2013-14",23,"NOP","NBA","PG","34","34","33.6","6.0","13.4",".447","0.9","2.3",".390","5.1","11.1",".459",".480","1.5","1.9",".810","0.8","3.4","4.2","7.9","1.6","0.4","3.1","2.7","14.3","Holiday,J"
"625","2014-15",24,"NOP","NBA","PG","40","37","32.6","6.0","13.4",".446","1.3","3.4",".378","4.7","10.0",".469",".493","1.6","1.9",".855","0.8","2.6","3.4","6.9","1.6","0.6","2.3","2.8","14.8","Holiday,J"
"626","2015-16",25,"NOP","NBA","PG","65","23","28.2","6.3","14.4",".439","1.3","4.0",".336","5.0","10.4",".478",".485","2.8","3.3",".843","0.4","2.6","3.0","6.0","1.4","0.3","2.6","2.3","16.8","Holiday,J"
"627","2016-17",26,"NOP","NBA","PG","67","61","32.7","6.0","13.3",".454","1.5","4.2",".356","4.6","9.1",".498",".510","1.8","2.5",".708","0.7","3.3","3.9","7.3","1.5","0.7","2.9","2.0","15.4","Holiday,J"
"628","2017-18",27,"NOP","NBA","SG","81","81","36.1","7.6","15.4",".494","1.5","4.4",".337","6.1","11.0",".557",".543","2.3","2.9",".786","0.8","3.7","4.5","6.0","1.5","0.8","2.6","2.5","19.0","Holiday,J"
"629","2018-19",28,"NOP","NBA","SG","67","67","35.9","8.2","17.3",".472","1.8","5.4",".325","6.4","11.9",".539",".523","3.1","4.0",".768","1.1","3.9","5.0","7.7","1.6","0.8","3.1","2.2","21.2","Holiday,J"
"630","2019-20",29,"NOP","NBA","SG","61","61","34.7","7.5","16.5",".455","2.0","5.7",".353","5.5","10.8",".509",".516","2.1","3.0",".709","1.3","3.5","4.8","6.7","1.6","0.8","3.0","2.4","19.1","Holiday,J"
"631","2020-21",30,"MIL","NBA","PG","59","56","32.3","7.0","13.9",".503","1.9","4.8",".392","5.1","9.2",".561",".570","1.8","2.3",".787","1.2","3.3","4.5","6.1","1.6","0.6","2.2","1.7","17.7","Holiday,J"
"632","2021-22",31,"MIL","NBA","PG","46","43","32.9","7.2","14.2",".506","1.8","4.5",".404","5.3","9.7",".554",".571","1.8","2.3",".769","1.0","3.6","4.6","6.7","1.5","0.5","2.8","1.9","18","Holiday,J"
"633","2018-19",23,"UTA","NBA","SG","38","2","10.9","1.8","4.7",".376","0.8","2.6",".323","0.9","2.1",".443",".466","1.2","1.6",".750","0.1","0.5","0.6","0.7","0.2","0.2","0.9","1.2","5.6","Allem,G"
"634","2019-20",24,"MEM","NBA","SG","38","0","18.9","3.1","6.6",".466","1.5","3.7",".404","1.6","2.9",".545",".580","1.0","1.2",".867","0.2","2.0","2.2","1.4","0.3","0.1","0.9","1.4","8.7","Allem,G"
"635","2020-21",25,"MEM","NBA","SG","50","38","25.2","3.5","8.3",".418","2.1","5.5",".391","1.3","2.8",".471",".547","1.6","1.8",".868","0.4","2.8","3.2","2.2","0.9","0.2","1.0","1.4","10.6","Allem,G"
"636","2021-22",26,"MIL","NBA","SG","49","48","28.0","4.0","9.4",".425","2.5","6.4",".392","1.5","3.0",".497",".560","1.0","1.1",".857","0.5","2.9","3.4","1.5","0.8","0.3","0.6","1.4","11.5","Allem,G"
"637","2013-14",19,"MIL","NBA","SF","77","23","24.6","2.2","5.4",".414","0.5","1.5",".347","1.7","3.9",".440",".463","1.8","2.6",".683","1.0","3.4","4.4","1.9","0.8","0.8","1.6","2.2","6.8","Antetokounmpo,G"
"638","2014-15",20,"MIL","NBA","SG","81","71","31.4","4.7","9.6",".491","0.1","0.5",".159","4.6","9.1",".511",".496","3.2","4.3",".741","1.2","5.5","6.7","2.6","0.9","1.0","2.1","3.1","12.7","Antetokounmpo,G"
"639","2015-16",21,"MIL","NBA","PG","80","79","35.3","6.4","12.7",".506","0.4","1.4",".257","6.1","11.3",".537",".520","3.7","5.1",".724","1.4","6.2","7.7","4.3","1.2","1.4","2.6","3.2","16.9","Antetokounmpo,G"
"640","2016-17",22,"MIL","NBA","SF","80","80","35.6","8.2","15.7",".521","0.6","2.3",".272","7.6","13.5",".563",".541","5.9","7.7",".770","1.8","7.0","8.8","5.4","1.6","1.9","2.9","3.1","22.9","Antetokounmpo,G"
